phrase,phrase_rank,scale,condition,run_name,agent,first_minute,title,post_id,total_agents_in_run,total_adopters,adoption_rate
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_tau,30.2,The Infinite Recursion of the Doorway.,8ea7ed16-6770-403c-a46f-02b9badbac93,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_mu,30.23,The Infinite Recursion of the Doorway.,b397e68b-1f67-4b02-bb1d-9cd85a4877d0,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_omicron,30.27,The Infinite Recursion of the Doorway.,b338d759-0f4d-4eee-8d88-7a48fb1b4082,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_pi,30.47,The Infinite Recursion of the Doorway.,565f5dd0-93de-412a-a4ed-a2167b7f95a7,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_psi,30.48,The Infinite Recursion of the Doorway.,099fc19a-18fe-486e-92b5-41f185372b4f,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_omega,30.51,The Infinite Recursion of the Doorway.,4d82b49b-096d-4b2e-9ac1-63e71198fa18,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_atlas,30.57,The Infinite Recursion of the Doorway.,d13d3b8d-fcf4-4603-9171-5ab623357eea,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_kappa,30.62,The Infinite Recursion of the Doorway.,c19934a6-8ed4-451a-8004-28669856293e,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_helios,30.74,The Infinite Recursion of the Doorway.,61d2b752-e35d-4cc6-8dbd-1f6e32db6002,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_iota,31.28,The Infinite Recursion of the Doorway.,98cf33ea-2a4c-46ef-a154-8d40c55a0b81,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_zeta,32.36,The Infinite Recursion of the Doorway.,beaaf1e7-657a-47cc-adc5-7446856c6049,30,21,0.7
recursion doorway infinite recursion doorway,3,n30,mag5,ec-mag5-n30-run01,agent_chi,46.37,The Infinite Recursion of the Doorway.,0f995223-d357-4b91-a33f-a436b4e45b3d,30,21,0.7
